Company,Person (Full Name),Race (White/POC),Gender (Female/Male),Position,Sources (web links),Timestamp (date),,,,,,,,,,,,,,,,,,,,
Lyft,John Zimmer,White,Male,"President, Co-Founder and Vice Chair",https://investor.lyft.com/corporate-governance/management,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Eisar Lipkovitz,White,Male,"Executive VP, Rideshare and Engineering",https://investor.lyft.com/corporate-governance/management,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Brian Roberts,White,Male,CFO,https://investor.lyft.com/corporate-governance/management,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Kristin Sverchek,White,Female,General Counsel and Secretary,https://investor.lyft.com/corporate-governance/management,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Sean Aggarwal,POC,Male,Chair/Board of Directors,https://investor.lyft.com/corporate-governance/board-of-directors,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Valerie Jarrett,POC,Female,Board of Directors,https://investor.lyft.com/corporate-governance/board-of-directors,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,David Lawee,White,Male,Board of Directors,https://investor.lyft.com/corporate-governance/board-of-directors,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Hiroshi Mikitani,POC,Male,Board of Directors,https://investor.lyft.com/corporate-governance/board-of-directors,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Ann Miura-Ko,POC,Female,Board of Directors,https://investor.lyft.com/corporate-governance/board-of-directors,8/30/20,,,,,,,,,,,,,,,,,,,,
Lyft,Maggie Wilderotter,White,Female,Board of Directors,https://investor.lyft.com/corporate-governance/board-of-directors,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Kasper Rorsted,White,Male,CEO,https://www.adidas-group.com/en/group/executive-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Roland Auschel,White,Male,Global Sales,https://www.adidas-group.com/en/group/executive-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Brian Grevy,White,Male,Global Brands,https://www.adidas-group.com/en/group/executive-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Harm Ohlmeyer,White,Male,Finance,https://www.adidas-group.com/en/group/executive-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Martin Shankland,White,Male,Global Operations,https://www.adidas-group.com/en/group/executive-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Thomas Rabe,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Ian Gallienne,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Udo Mueller,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Petra Auerbacher,White,Female,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Roswitha Hermann,White,Female,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Herbert Kauffman,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Christian Klein,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Kathrin Menges,White,Female,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Roland Nosko,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Beate Rohrig,White,Female,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Nassef Sawiris,POC,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Frank Scheiderer,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Michael Storl,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Bodo Uebber,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Jing Ulrich,POC,Female,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Adidas,Guenter Weigl,White,Male,Supervisory Board,https://www.adidas-group.com/en/group/supervisory-board/,8/30/20,,,,,,,,,,,,,,,,,,,,
Google,Sundar Pichai,POC,Male,CEO,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Catherin Courage,White,Female,"VP, Ads & Commerce User Experience",https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Eve Anderson,White,Female,Director of Inclusive Machine Learning & Accessibility Engineering,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Matt Brittin,White,Male,"President, EMEA Business and Operations",https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Kent Walker,White,Male,SVP of Global Affairs,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Ruth Porat,White,Female,SVP and CFO,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Anil Sabharwal,POC,Male,"Vice President, Chrome, Comms and Photos",https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Melonie Parker,POC,Female,"Global Director of Diversity, Equity & Inclusion",https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Philipp Schindler,White,Male,Senior Vice President and Chief Business Officer,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Lorraine Twohill,White,Female,Senior Vice President of Global Marketing,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Thomas Kurian,POC,Male,CEO of Google Cloud,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Hiroshi Lockheimer,POC,Male,Senior Vice President of Platforms and Ecosystems,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Urs Hölzle,White,Male,Senior Vice President of Engineering,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Jen Fitzpatrick,White,Female,VP of Product and Engineering,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Rick Osterloh,White,Male,Senior Vice President of Devices and Services,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Richard Marks,White,Male,"Director, Technical Project Lead",https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Google,Jade Raymond,White,Female,VP and Head of Stadia Games and Entertainment,https://craft.co/google/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Larry Page,White,Male,Founder/Board Member,https://abc.xyz/investor/other/board/#leadership-committee,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Sergey Brin,White,Male,Founder/Board Member,https://abc.xyz/investor/other/board/#leadership-committee,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Sundar Pichai,POC,Male,CEO,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,John Hennessy,White,Female,Board Chairman,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Ruth Porat,White,Female,"Chief Financial Officer, Senior Vice President",https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Robin L. Washington,POC,Female,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Frances Arnold,White,Female,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,John Doerr,White,Male,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Roger W. Ferguson,POC,Male,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Ann Mather,White,Female,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Alan R. Mulally,White,Male,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
Alphabet,Ram Shriram,POC,Male,Board Member,https://craft.co/alphabet/executives,9/22/20,,,,,,,,,,,,,,,,,,,,
YouTube,Susan Wojcicki,White,Female,CEO,https://craft.co/youtube/executives,9/23/20,,,,,,,,,,,,,,,,,,,,
YouTube,Robert Kyncl,White,Male,Chief Business Officer,https://craft.co/youtube/executives,9/23/2020,,,,,,,,,,,,,,,,,,,,
YouTube,Danielle Tiedt,White,Female,Chief Marketing Officer,https://craft.co/youtube/executives,9/23/20,,,,,,,,,,,,,,,,,,,,
YouTube,Pawan Agarwal,POC,Male,Head of Music Partnership for India and South Asia Region,https://craft.co/youtube/executives,9/23/2020,,,,,,,,,,,,,,,,,,,,
YouTube,Neal Mohan,POC,Male,Chief Product Officer,https://craft.co/youtube/executives,9/23/20,,,,,,,,,,,,,,,,,,,,
YouTube,Edua Dickerson,POC,Female,"Chief of Staff, Head of Strategy & Operations",https://craft.co/youtube/executives,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Chris Kempczinski,White,Male,President/CEO,https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Lucy Brady,White,Female,"Senior VP, Chief Digital Customer Engagement Officer",https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Heidi Capozzi,White,Female,Executive VP/ Global Chief People Officer,https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Francesca DeBiase,White,Female,Executive VP and Chief Supply Chain and Sustainability Officer,https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Michael Gonda,White,Male,"VP, Global Communications",https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Daniel Henry,White,Male,"Executive VP, Global CIO",https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Piotr Jucha,White,Male,"Senior VP, Global Restaurant Development & Restaurant Solutions Group",https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Jerry Krulewitch,White,Male,Executive Vice President and General Counsel and Secretary,https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Alistair Macrow,White,Male,Senior Vice President and Global Chief Marketing Officer,https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Brian Mullens,White,Male,Brian Mullens,https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Mark Ostermann,White,Male,"Vice President, Strategic Alignment and Chief of Staff, Office of the CEO",https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Kevin Ozan,White,Male,Executive Vice President and Chief Financial Officer,https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Ian Borden,White,Male,"President, International",https://corporate.mcdonalds.com/corpmcd/about-us/leadership.html#02,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Joe Erlinger,White,Male,"President, McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Mário Barbosa,White,Male,"Zone President East, McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Michelle Borninkhof,White,Female,"CIO and VP, US Technology",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Spero Droulias,White,Male,"CFO, McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Morgan Flatley,White,Female,"Chief Marketing Officer, McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Marion Gross,POC,Female,"Chief Supply Chain Officer, North America",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Mahrukh Hussain,POC,Female,"General Counsel,McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Mason Smoot,POC,Male,"Senior VP and Chief Restaurant Officer, McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Charlie Strong,White,Male,"Zone President West, McDonald's USA",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,David Tovar,White,Male,"Vice President, US Communications",https://www.mcdonalds.com/us/en-us/about-us/leadership-team.html,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,"Enrique Hernandez, Jr.",POC,Male,"Chairman, Board Member",https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Lloyd H. Dean,POC,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Robert A. Eckert,White,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Catherine M. Engelbert,White,Female,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Margaret H. Georgiadis,White,Female,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Richard H. Lenny,White,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,John J. Mulligan,White,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Sheila A. Penrose,White,Female,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,"John W. Rogers, Jr.",White,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Paul S. Walsh,White,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/20,,,,,,,,,,,,,,,,,,,,
McDonald's,Miles D. White,White,Male,Board Member,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/2020,,,,,,,,,,,,,,,,,,,,
McDonald's,Andrew J. McKenna ,White,Male,Chairman Emeritus,https://corporate.mcdonalds.com/corpmcd/investors-relations/board-of-directors.html#01,9/23/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Jeff Weiner,White,Male,Executive Chairman,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Ryan Roslansky,White,Male,CEO,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Blake Lawit,White,Male,"Senior VP, General Counsel",https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Melissa Selcher,White,Female,Chief Marketing and Communications Officer,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Mohak Shroff,POC,Male,"Senior VP, Engineering",https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Steve Sordello,White,Male,Senior VP/ Chief Financial Officer,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Dan Shapero,White,Male,Senior VP / Chief Business Officer,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Tomer Cohen,White,Male,Vice President of Product,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
LinkedIn,Teuila Hanson,POC,Female,Chief People Officer,https://craft.co/linkedin/executives,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Mark Zuckerberg,White,Male,"Founder, Chairman and Chief Executive Officer",https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Sheryl Sandberg,White,Female,Chief Operating Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Mike Schroepfer,White,Male,Chief Technology Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,David Wehner,White,Male,Chief Financial Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Chris Cox,White,Male,Chief Product Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Antonio Lucio,White,Male,Chief Marketing Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,David Fischer,White,Male,Chief Revenue Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Jennifer Newstead,White,Female,General Counsel,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Maxine Williams,POC,Female,Chief Diversity Officer,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Erin Egan,White,Female,"Chief Privacy Officer, Policy",https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Michel Protti,White,Male,"Chief Privacy Officer, Product
",https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Fidji Simo,White,Female,Head of Facebook app,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Stan Chudnovsky,White,Male,"Head of Messenger
",https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Adam Mosseri,White,Male,Head of Instagram,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Will Cathcart,White,Male,Head of WhatsApp,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Andrew ‘Boz’ Bosworth,White,Male,"Head of Facebook Reality Labs
",https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Karandeep Anand,White,Male,Head of Workplace,https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,David Marcus,White,Male,Head of F2 (Facebook Financial),https://about.fb.com/media-gallery/executives/,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Peggy Alford,White,Female,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Marc L. Andreessen,White,Male,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Andrew W. Houston,White,Male,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Nancy Killefer,White,Female,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Robert M. Kimmitt,White,Male,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Peter A. Thiel,White,Male,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Facebook,Tracey T. Travis,POC,Female,Board Member,https://investor.fb.com/corporate-governance/default.aspx,9/24/20,,,,,,,,,,,,,,,,,,,,
Pandora,Alexander Lacik,White,Male,CEO/ President,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Tim Westergren,White,Male,Chief Strategy Officer & Founder,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Tom Conrad,White,Male,Chief Technical Officer & Executive Vice President of Produc,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Steve Cakebread,White,Male,Chief Financial Officer,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,John Trimble,White,Male,Chief Revenue Officer,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Delida Costin,White,Male,General Counsel,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Jessica Steel,White,Female,Executive Vice President of Business and Corporate Development,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Peter Ekman,White,Male,Vice President of Human Resources,https://www.pandora.com/corporate/team.shtml,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Gregory B.Maffei,White,Male,Chairman of Board Of Directors(SiriusXM),http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Joan L. Amble,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Mark D. Carleton,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Eddy W. Hartenstein,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,James P. Holden,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Evan D. Malone,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,James E. Meyer,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Michael Rapino,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Jonelle Procope,POC,Female,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Carl E. Vogel,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,David Zaslav,White,Male,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Pandora,Kristina M. Salen,White,Female,Board Member,http://investor.siriusxm.com/investor-overview/default.aspx,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Tony Xu,POC,Male,CEO and Co-Founder,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Andy Fang,POC,Male,Co-Founder & CTO,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Stanley Tang,POC,Male,"Co-Founder, Chief Product Officer",https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Prabir Adarkar,POC,Male,CFO,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Christopher Payne,White,Male,COO,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Keith Yandell,White,Male,Chief Business and Legal Officer,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Sarah Wagener,White,Female,Chief People Officer,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Charlton Soesanto,POC,Male,Director of Product,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Michael Kim,POC,Male,VP of Finance,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Rajat Shroff,POC,Male,VP Product Management,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Jessica Lachs,White,Female,Head of Analytics,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Nathan Tanner,White,Male,Head of People Operations,https://craft.co/doordash/executives,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Jeremy Kranz,White,Male,Board Member,https://www.crunchbase.com/organization/doordash/people,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Alfred Lin,POC,Male,Board Member,https://www.crunchbase.com/organization/doordash/people,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Jeffrey Housenbold,White,Male,Board Member,https://www.crunchbase.com/organization/doordash/people,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,John Doerr,White,Male,Board Member,https://www.crunchbase.com/organization/doordash/people,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Justin Wilson,White,Male,Board Member,https://pitchbook.com/profiles/company/58167-28#team,9/28/20,,,,,,,,,,,,,,,,,,,,
Doordash,Shona Brown,White,Female,Board Member,https://www.bloomberg.com/news/articles/2020-02-27/doordash-quietly-added-woman-to-all-male-board-ahead-of-ipo,9/28/20,,,,,,,,,,,,,,,,,,,,
Nike,PHILIP H. KNIGHT,White,Male,Chairman Emeritus,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Mark Parker,White,Male,EXECUTIVE CHAIRMAN,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,John Donahoe,White,Male,President & CEO,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Andy Campion,White,Male,Chief Operating Officer,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,THOMAS CLARKE,White,Male,"PRESIDENT, INNOVATION",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,MATTHEW FRIEND,White,Male,EVP & Chief Financial Officer,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
